INVOICE	SU5WLTEwMDE=	Tm9haCBBbmRlcnNvbg==	Qk1XIFhNIExhYmVs	2	1040.0	0.0	UGFpZA==	Q2FyZA==	MDEgSnVsIDIwMjYgMTA6MDAgQU0=	MDMgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMDI=	QXZhIFRob21wc29u	Qk1XIFhNIDUwZQ==	3	1290.0	0.0	UGVuZGluZw==	Q2FzaA==	MDIgSnVsIDIwMjYgMTA6MDAgQU0=	MDUgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMDM=	TGlhbSBKb2huc29u	Qk1XIFg3IE02MGk=	4	1560.0	0.0	UGFpZA==	QmFuayBUcmFuc2Zlcg==	MDMgSnVsIDIwMjYgMTA6MDAgQU0=	MDcgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMDQ=	U29waGlhIEJyb3du	Qk1XIFg2IE0gQ29tcGV0aXRpb24=	5	2350.0	155.0	T3ZlcmR1ZQ==	Q2FyZA==	MDQgSnVsIDIwMjYgMTA6MDAgQU0=	MDkgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMDU=	RGFuaWVsIFdoaXRl	Qk1XIFg2IE02MGk=	6	2160.0	0.0	UGFpZA==	Q2FzaA==	MDUgSnVsIDIwMjYgMTA6MDAgQU0=	MTEgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMDY=	T2xpdmlhIE1hcnRpbmV6	Qk1XIFg1IE0gQ29tcGV0aXRpb24=	7	3080.0	0.0	UGVuZGluZw==	QmFuayBUcmFuc2Zlcg==	MDYgSnVsIDIwMjYgMTA6MDAgQU0=	MTMgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMDc=	SmFtZXMgV2lsc29u	Qk1XIFg1IE02MGUgeERyaXZl	8	2720.0	0.0	UGFpZA==	Q2FyZA==	MDcgSnVsIDIwMjYgMTA6MDAgQU0=	MTUgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMDg=	RW1pbHkgRGF2aXM=	Qk1XIFgzIE01MA==	2	520.0	0.0	UGVuZGluZw==	Q2FzaA==	MDggSnVsIDIwMjYgMTA6MDAgQU0=	MTAgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMDk=	TWljaGFlbCBTbWl0aA==	Qk1XIFgyIE0zNWk=	3	630.0	0.0	UGFpZA==	QmFuayBUcmFuc2Zlcg==	MDkgSnVsIDIwMjYgMTA6MDAgQU0=	MTIgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMTA=	U2FyYWggSm9obnNvbg==	Qk1XIFgxIE0zNWk=	4	760.0	85.0	T3ZlcmR1ZQ==	Q2FyZA==	MDEgSnVsIDIwMjYgMTA6MDAgQU0=	MDUgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMTE=	RGF2aWQgQnJvd24=	Qk1XIGlYIE03MA==	5	2050.0	0.0	UGFpZA==	Q2FzaA==	MDIgSnVsIDIwMjYgMTA6MDAgQU0=	MDcgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMTI=	Sm9obiBEb2U=	Qk1XIGk3IE03MCB4RHJpdmU=	6	2880.0	0.0	UGVuZGluZw==	QmFuayBUcmFuc2Zlcg==	MDMgSnVsIDIwMjYgMTA6MDAgQU0=	MDkgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMTM=	TGluYSBLaGFsZWQ=	Qk1XIE03NjBlIHhEcml2ZQ==	7	3185.0	0.0	UGFpZA==	Q2FyZA==	MDQgSnVsIDIwMjYgMTA6MDAgQU0=	MTEgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMTQ=	QWRhbSBOYXNlcg==	Qk1XIE01IFNlZGFu	8	3440.0	0.0	UGVuZGluZw==	Q2FzaA==	MDUgSnVsIDIwMjYgMTA6MDAgQU0=	MTMgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMTU=	TWF5YSBTYWxlaA==	Qk1XIE01IFRvdXJpbmc=	2	880.0	0.0	UGFpZA==	QmFuayBUcmFuc2Zlcg==	MDYgSnVsIDIwMjYgMTA6MDAgQU0=	MDggSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMTY=	UmFtaSBIYXNhbg==	Qk1XIGk1IE02MCBTZWRhbg==	3	945.0	155.0	T3ZlcmR1ZQ==	Q2FyZA==	MDcgSnVsIDIwMjYgMTA6MDAgQU0=	MTAgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMTc=	Tm9haCBBbmRlcnNvbg==	Qk1XIGk1IE02MCBUb3VyaW5n	4	1300.0	0.0	UGFpZA==	Q2FzaA==	MDggSnVsIDIwMjYgMTA6MDAgQU0=	MTIgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMTg=	QXZhIFRob21wc29u	Qk1XIE00IENvdXBl	5	1800.0	0.0	UGVuZGluZw==	QmFuayBUcmFuc2Zlcg==	MDkgSnVsIDIwMjYgMTA6MDAgQU0=	MTQgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMTk=	TGlhbSBKb2huc29u	Qk1XIE00IENvbXBldGl0aW9uIENvdXBl	6	2370.0	0.0	UGFpZA==	Q2FyZA==	MDEgSnVsIDIwMjYgMTA6MDAgQU0=	MDcgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMjA=	U29waGlhIEJyb3du	Qk1XIE00IENvbXBldGl0aW9uIENvbnZlcnRpYmxl	7	2870.0	0.0	UGVuZGluZw==	Q2FzaA==	MDIgSnVsIDIwMjYgMTA6MDAgQU0=	MDkgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMjE=	RGFuaWVsIFdoaXRl	Qk1XIE00NDBpIEdyYW4gQ291cGU=	8	2200.0	0.0	UGFpZA==	QmFuayBUcmFuc2Zlcg==	MDMgSnVsIDIwMjYgMTA6MDAgQU0=	MTEgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMjI=	T2xpdmlhIE1hcnRpbmV6	Qk1XIGk0IE02MCB4RHJpdmU=	2	590.0	85.0	T3ZlcmR1ZQ==	Q2FyZA==	MDQgSnVsIDIwMjYgMTA6MDAgQU0=	MDYgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMjM=	SmFtZXMgV2lsc29u	Qk1XIE0zIFNlZGFu	3	1050.0	0.0	UGFpZA==	Q2FzaA==	MDUgSnVsIDIwMjYgMTA6MDAgQU0=	MDggSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMjQ=	RW1pbHkgRGF2aXM=	Qk1XIE0zIENvbXBldGl0aW9uIFNlZGFu	4	1540.0	0.0	UGVuZGluZw==	QmFuayBUcmFuc2Zlcg==	MDYgSnVsIDIwMjYgMTA6MDAgQU0=	MTAgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMjU=	TWljaGFlbCBTbWl0aA==	Qk1XIE0zIENvbXBldGl0aW9uIFRvdXJpbmc=	5	2000.0	0.0	UGFpZA==	Q2FyZA==	MDcgSnVsIDIwMjYgMTA6MDAgQU0=	MTIgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMjY=	U2FyYWggSm9obnNvbg==	Qk1XIE0zNDBpIFNlZGFu	6	1470.0	0.0	UGVuZGluZw==	Q2FzaA==	MDggSnVsIDIwMjYgMTA6MDAgQU0=	MTQgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMjc=	RGF2aWQgQnJvd24=	Qk1XIE0y	7	2100.0	0.0	UGFpZA==	QmFuayBUcmFuc2Zlcg==	MDkgSnVsIDIwMjYgMTA6MDAgQU0=	MTYgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMjg=	Sm9obiBEb2U=	Qk1XIE0yIENT	8	2720.0	155.0	T3ZlcmR1ZQ==	Q2FyZA==	MDEgSnVsIDIwMjYgMTA6MDAgQU0=	MDkgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMjk=	TGluYSBLaGFsZWQ=	Qk1XIFo0IE00MGk=	2	570.0	0.0	UGFpZA==	Q2FzaA==	MDIgSnVsIDIwMjYgMTA6MDAgQU0=	MDQgSnVsIDIwMjYgMTA6MDAgQU0=
INVOICE	SU5WLTEwMzA=	QWRhbSBOYXNlcg==	Qk1XIFo0IEZpbmFsIEVkaXRpb24=	3	930.0	0.0	UGVuZGluZw==	QmFuayBUcmFuc2Zlcg==	MDMgSnVsIDIwMjYgMTA6MDAgQU0=	MDYgSnVsIDIwMjYgMTA6MDAgQU0=
